id,source,city,district,rooms,area_m2,floor,total_floors,price_tenge,price_per_m2,price_segment,seller_type,listing_date,title,address,url,listing_id
4919,krisha,Алматы,Алмалинский р-н,2.0,62.0,1.0,2.0,350000,5645.2,high,unknown,2026-03-20,2-комнатная квартира · 62 м² · 1/2 этаж,"Алмалинский р-н, Жамбыла — Жамбыла уг Байзакова",https://krisha.kz/a/show/695979322,695979322
4920,krisha,Алматы,Алатауский р-н,1.0,25.0,2.0,3.0,125000,5000.0,middle,unknown,2026-03-20,1-комнатная квартира · 25 м² · 2/3 этаж,"Алатауский р-н, мкр Акбулак, Зия Самади",https://krisha.kz/a/show/1009967428,1009967428
4921,krisha,Алматы,Ауэзовский р-н,2.0,45.0,6.0,17.0,370000,8222.2,high,unknown,2026-03-20,2-комнатная квартира · 45 м² · 6/17 этаж,"Ауэзовский р-н, Навои 37",https://krisha.kz/a/show/1009459735,1009459735
4922,krisha,Алматы,Турксибский р-н,1.0,18.0,1.0,2.0,130000,7222.2,middle,unknown,2026-03-20,1-комнатная квартира · 18 м² · 1/2 этаж,"Турксибский р-н, Монтажная",https://krisha.kz/a/show/1009234963,1009234963
4923,krisha,Алматы,Алмалинский р-н,1.0,29.0,,,180000,6206.9,middle,unknown,2026-03-20,1-комнатная квартира · 29 м² · 1 этаж,"Алмалинский р-н, Кара-су 35 — Уг.ул. Есенжанова",https://krisha.kz/a/show/693523348,693523348
4924,krisha,Алматы,Бостандыкский р-н,2.0,69.0,14.0,18.0,340000,4927.5,high,unknown,2026-03-20,2-комнатная квартира · 69 м² · 14/18 этаж,"Бостандыкский р-н, Солодовникова",https://krisha.kz/a/show/683478075,683478075
4925,krisha,Алматы,Бостандыкский р-н,1.0,40.0,3.0,5.0,265000,6625.0,high,unknown,2026-03-13,1-комнатная квартира · 40 м² · 3/5 этаж,"Бостандыкский р-н, Сатпаева 80 — Угол Егизбаева",https://krisha.kz/a/show/1008982009,1008982009
4926,krisha,Алматы,Бостандыкский р-н,1.0,34.0,5.0,6.0,220000,6470.6,middle,unknown,2026-03-20,1-комнатная квартира · 34 м² · 5/6 этаж,"Бостандыкский р-н, Кенесары хана 83/1 — Хан тенгри",https://krisha.kz/a/show/1001468223,1001468223
4927,krisha,Алматы,Бостандыкский р-н,2.0,74.0,13.0,16.0,320000,4324.3,high,unknown,2026-03-20,2-комнатная квартира · 74 м² · 13/16 этаж,"Бостандыкский р-н, Мустафина 35",https://krisha.kz/a/show/1009208831,1009208831
4928,krisha,Алматы,Бостандыкский р-н,2.0,41.0,4.0,4.0,250000,6097.6,high,unknown,2026-03-20,2-комнатная квартира · 41 м² · 4/4 этаж,"Бостандыкский р-н, Тимирязева 47",https://krisha.kz/a/show/1010183301,1010183301
4929,krisha,Алматы,Ауэзовский р-н,1.0,20.0,3.0,3.0,150000,7500.0,middle,unknown,2026-03-20,1-комнатная квартира · 20 м² · 3/3 этаж,"Ауэзовский р-н, мкр Аксай-4 90",https://krisha.kz/a/show/1009274704,1009274704
4930,krisha,Алматы,Медеуский р-н,2.0,60.0,6.0,8.0,350000,5833.3,high,unknown,2026-03-20,2-комнатная квартира · 60 м² · 6/8 этаж,"Медеуский р-н, Назарбаева — Пр. Назарбаева уг. Жибек-Жолы(Арбат)",https://krisha.kz/a/show/1010085148,1010085148
4931,krisha,Алматы,Ауэзовский р-н,2.0,44.0,9.0,10.0,270000,6136.4,high,unknown,2026-03-20,2-комнатная квартира · 44 м² · 9/10 этаж,"Ауэзовский р-н, мкр Аксай-5 25",https://krisha.kz/a/show/1009363172,1009363172
4932,krisha,Алматы,Турксибский р-н,1.0,29.0,3.0,10.0,190000,6551.7,middle,unknown,2026-03-20,1-комнатная квартира · 29 м² · 3/10 этаж,"Турксибский р-н, Сейфуллина 51",https://krisha.kz/a/show/1010178564,1010178564
4933,krisha,Алматы,Бостандыкский р-н,2.0,58.0,6.0,17.0,350000,6034.5,high,unknown,2026-03-20,2-комнатная квартира · 58 м² · 6/17 этаж,"Бостандыкский р-н, Абая 150/230 — Мынбаева",https://krisha.kz/a/show/661650842,661650842
4934,krisha,Алматы,Ауэзовский р-н,2.0,45.0,3.0,4.0,270000,6000.0,high,unknown,2026-03-20,2-комнатная квартира · 45 м² · 3/4 этаж,"Ауэзовский р-н, мкр №9 69а — Жандосова-Саина",https://krisha.kz/a/show/1010195659,1010195659
4935,krisha,Алматы,Медеуский р-н,2.0,49.8,4.0,4.0,330000,6626.5,high,unknown,2026-03-20,2-комнатная квартира · 49.8 м² · 4/4 этаж,"Медеуский р-н, мкр Самал-3, Мкр Самал-3 Кажимукана 20 — Сапара Байжанова",https://krisha.kz/a/show/1010181811,1010181811
4936,krisha,Алматы,Алмалинский р-н,1.0,33.0,4.0,5.0,220000,6666.7,middle,unknown,2026-03-20,1-комнатная квартира · 33 м² · 4/5 этаж,"Алмалинский р-н, мкр Тастак-2, Туркебаева 96/20 — Васнецова",https://krisha.kz/a/show/1007456798,1007456798
4937,krisha,Алматы,Алмалинский р-н,1.0,42.0,1.0,5.0,255000,6071.4,high,unknown,2026-03-20,1-комнатная квартира · 42 м² · 1/5 этаж,"Алмалинский р-н, Жамбыла 117 — Ади шарипова кабанбай батыра",https://krisha.kz/a/show/1007833419,1007833419
4938,krisha,Алматы,Бостандыкский р-н,1.0,55.0,11.0,12.0,300000,5454.5,high,unknown,2026-03-20,1-комнатная квартира · 55 м² · 11/12 этаж,"Бостандыкский р-н, Егизбаева 7/21",https://krisha.kz/a/show/1010200919,1010200919
4939,krisha,Алматы,Наурызбайский р-н,1.0,45.0,12.0,12.0,280000,6222.2,high,unknown,2026-03-20,1-комнатная квартира · 45 м² · 12/12 этаж,"Наурызбайский р-н, Коктерек",https://krisha.kz/a/show/696405586,696405586
4940,krisha,Алматы,Бостандыкский р-н,2.0,57.0,2.0,18.0,380000,6666.7,high,unknown,2026-03-20,2-комнатная квартира · 57 м² · 2/18 этаж,"Бостандыкский р-н, Утепова 31",https://krisha.kz/a/show/1009956591,1009956591
4941,krisha,Алматы,Наурызбайский р-н,1.0,41.0,8.0,16.0,210000,5122.0,middle,unknown,2026-03-20,1-комнатная квартира · 41 м² · 8/16 этаж,"Наурызбайский р-н, Абишева 36/13",https://krisha.kz/a/show/1003056220,1003056220
4942,krisha,Алматы,Турксибский р-н,1.0,35.0,2.0,3.0,75000,2142.9,low,unknown,2026-03-20,1-комнатная квартира · 35 м² · 2/3 этаж,"Турксибский р-н, мкр Алтай-1 13 — Алтай рынок",https://krisha.kz/a/show/1010198011,1010198011
4943,krisha,Алматы,Ауэзовский р-н,2.0,56.0,3.0,5.0,300000,5357.1,high,unknown,2026-03-20,2-комнатная квартира · 56 м² · 3/5 этаж,"Ауэзовский р-н, мкр Мамыр-7 8 — Абая-Момышулы, напротив тц Sputnik Mall.",https://krisha.kz/a/show/1010197613,1010197613
4944,krisha,Алматы,Алмалинский р-н,1.0,35.0,,,180000,5142.9,middle,unknown,2026-03-20,1-комнатная квартира · 35 м²,"Алмалинский р-н, Карасу 16 16 — Розбакиева шевченко",https://krisha.kz/a/show/1010197219,1010197219
4945,krisha,Алматы,Турксибский р-н,1.0,32.0,3.0,3.0,180000,5625.0,middle,unknown,2026-03-20,1-комнатная квартира · 32 м² · 3/3 этаж,"Турксибский р-н, мкр Жулдыз-1, Дунентанва 8А",https://krisha.kz/a/show/1009079619,1009079619
4946,krisha,Алматы,Бостандыкский р-н,1.0,45.0,5.0,5.0,300000,6666.7,high,unknown,2026-03-20,1-комнатная квартира · 45 м² · 5/5 этаж,"Бостандыкский р-н, Сатпаева",https://krisha.kz/a/show/1010171471,1010171471
4947,krisha,Алматы,Наурызбайский р-н,2.0,61.0,8.0,9.0,350000,5737.7,high,unknown,2026-03-20,2-комнатная квартира · 61 м² · 8/9 этаж,"Наурызбайский р-н, мкр Шугыла 341/5 корпус 3 — Мкрн Шугыла, дом 341/5-3корпус квартира 68",https://krisha.kz/a/show/1010196126,1010196126
4948,krisha,Алматы,Наурызбайский р-н,2.0,65.0,7.0,9.0,250000,3846.2,high,unknown,2026-03-20,2-комнатная квартира · 65 м² · 7/9 этаж,"Наурызбайский р-н, мкр Калкаман-2 13",https://krisha.kz/a/show/1008551998,1008551998
4949,krisha,Алматы,Турксибский р-н,1.0,37.0,4.0,4.0,160000,4324.3,middle,unknown,2026-03-20,1-комнатная квартира · 37 м² · 4/4 этаж,"Турксибский р-н, Осипенко",https://krisha.kz/a/show/1009126900,1009126900
4950,krisha,Алматы,Алатауский р-н,2.0,48.0,3.0,7.0,200000,4166.7,middle,unknown,2026-03-20,2-комнатная квартира · 48 м² · 3/7 этаж,"Алатауский р-н, Касыма Шарипова",https://krisha.kz/a/show/1009624978,1009624978
4951,krisha,Алматы,Алатауский р-н,3.0,73.0,5.0,9.0,350000,4794.5,high,unknown,2026-03-20,3-комнатная квартира · 73 м² · 5/9 этаж,"Алатауский р-н, мкр Ожет, Шоссе Северное кольцо — Рядом с рынком кенжехан -2",https://krisha.kz/a/show/696526995,696526995
4952,krisha,Алматы,Наурызбайский р-н,1.0,33.0,10.0,10.0,190000,5757.6,middle,unknown,2026-03-20,1-комнатная квартира · 33 м² · 10/10 этаж,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/8",https://krisha.kz/a/show/1010193208,1010193208
4953,krisha,Алматы,Медеуский р-н,2.0,47.0,3.0,5.0,300000,6383.0,high,unknown,2026-03-20,2-комнатная квартира · 47 м² · 3/5 этаж,"Медеуский р-н, Достык 17 — Толе би",https://krisha.kz/a/show/1008034084,1008034084
4954,krisha,Алматы,Алмалинский р-н,1.0,33.0,3.0,5.0,250000,7575.8,high,unknown,2026-03-20,1-комнатная квартира · 33 м² · 3/5 этаж,"Алмалинский р-н, Ауэзова — Шевченко",https://krisha.kz/a/show/1009963862,1009963862
4955,krisha,Алматы,Наурызбайский р-н,1.0,51.2,8.0,9.0,170000,3320.3,middle,unknown,2026-03-20,1-комнатная квартира · 51.2 м² · 8/9 этаж,"Наурызбайский р-н, мкр Калкаман-2",https://krisha.kz/a/show/1010189148,1010189148
4956,krisha,Алматы,Турксибский р-н,3.0,90.0,10.0,10.0,380000,4222.2,high,unknown,2026-03-20,3-комнатная квартира · 90 м² · 10/10 этаж,"Турксибский р-н, Кульджинский тракт — Бухтарминская",https://krisha.kz/a/show/1004964227,1004964227
4957,krisha,Алматы,Ауэзовский р-н,1.0,35.0,1.0,4.0,280000,8000.0,high,unknown,2026-03-20,1-комнатная квартира · 35 м² · 1/4 этаж,"Ауэзовский р-н, мкр №2 4",https://krisha.kz/a/show/1005676896,1005676896
4958,krisha,Алматы,Медеуский р-н,3.0,80.0,10.0,10.0,320000,4000.0,high,unknown,2026-03-20,3-комнатная квартира · 80 м² · 10/10 этаж,"Медеуский р-н, Нусупбекова 23/14",https://krisha.kz/a/show/1009133070,1009133070
4959,krisha,Алматы,Алатауский р-н,2.0,40.0,,,170000,4250.0,middle,unknown,2026-03-20,2-комнатная квартира · 40 м²,"Алатауский р-н, мкр Улжан-1, Мкр Улжан-1 Такежанова 3 3 — Такежанова 3",https://krisha.kz/a/show/1010059394,1010059394
4960,krisha,Алматы,Алмалинский р-н,1.0,37.0,1.0,16.0,250000,6756.8,high,unknown,2026-03-20,1-комнатная квартира · 37 м² · 1/16 этаж,"Алмалинский р-н, Райымбека 206/12 — По улице Рыймбека напротив ТЦ Максима, чуть Наде улицы Ауезова",https://krisha.kz/a/show/698725557,698725557
4961,krisha,Алматы,Алатауский р-н,1.0,41.0,1.0,9.0,200000,4878.0,middle,unknown,2026-03-20,1-комнатная квартира · 41 м² · 1/9 этаж,"Алатауский р-н, мкр Алгабас, Мкр Нуркент — ЦОН, Тоймарт",https://krisha.kz/a/show/1010183490,1010183490
4962,krisha,Алматы,Ауэзовский р-н,1.0,48.5,5.0,9.0,250000,5154.6,high,unknown,2026-03-20,1-комнатная квартира · 48.5 м² · 5/9 этаж,"Ауэзовский р-н, мкр №1, Алтынсарина 68/3 — Жубанова",https://krisha.kz/a/show/1010182761,1010182761
4963,krisha,Алматы,Турксибский р-н,1.0,42.0,1.0,3.0,150000,3571.4,middle,unknown,2026-03-20,1-комнатная квартира · 42 м² · 1/3 этаж,"Турксибский р-н, мкр Альмерек, Казангап 28",https://krisha.kz/a/show/1007224946,1007224946
4964,krisha,Алматы,Медеуский р-н,2.0,56.0,5.0,5.0,230000,4107.1,middle,unknown,2026-03-20,2-комнатная квартира · 56 м² · 5/5 этаж,"Медеуский р-н, мкр Думан-2, Халлиуллина 172/6",https://krisha.kz/a/show/1006091795,1006091795
4965,krisha,Алматы,Алатауский р-н,1.0,49.0,9.0,9.0,200000,4081.6,middle,unknown,2026-03-20,1-комнатная квартира · 49 м² · 9/9 этаж,"Алатауский р-н, мкр Нуркент 78 — Момышулы-Рыскулова",https://krisha.kz/a/show/1007551688,1007551688
4966,krisha,Алматы,Жетысуский р-н,1.0,34.0,2.0,5.0,160000,4705.9,middle,unknown,2026-03-20,1-комнатная квартира · 34 м² · 2/5 этаж,"Жетысуский р-н, мкр Айнабулак-3 156",https://krisha.kz/a/show/1005276712,1005276712
4967,krisha,Алматы,Жетысуский р-н,1.0,39.0,3.0,9.0,200000,5128.2,middle,unknown,2026-03-20,1-комнатная квартира · 39 м² · 3/9 этаж,"Жетысуский р-н, мкр Кулагер",https://krisha.kz/a/show/1010072708,1010072708
4968,krisha,Алматы,Ауэзовский р-н,2.0,60.0,3.0,9.0,250000,4166.7,high,unknown,2026-03-20,2-комнатная квартира · 60 м² · 3/9 этаж,"Ауэзовский р-н, мкр Аксай-2 — Төле би - Б.Момышұлы",https://krisha.kz/a/show/1010125877,1010125877
4969,krisha,Алматы,Жетысуский р-н,1.0,12.0,2.0,3.0,75000,6250.0,low,unknown,2026-03-20,1-комнатная квартира · 12 м² · 2/3 этаж,"Жетысуский р-н, Зубарева 41",https://krisha.kz/a/show/55226808,55226808
4970,krisha,Алматы,Турксибский р-н,1.0,40.0,4.0,5.0,200000,5000.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 4/5 этаж,"Турксибский р-н, Сарыарка 72",https://krisha.kz/a/show/1008860637,1008860637
4971,krisha,Алматы,Алатауский р-н,1.0,40.0,1.0,2.0,130000,3250.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 1/2 этаж,"Алатауский р-н, мкр Акбулак, Беделбай 4",https://krisha.kz/a/show/1010176117,1010176117
4972,krisha,Алматы,Муратбаева — Гоголя Муратбаева,1.0,30.0,1.0,5.0,220000,7333.3,middle,unknown,2026-03-20,1-комнатная квартира · 30 м² · 1/5 этаж,Муратбаева — Гоголя Муратбаева,https://krisha.kz/a/show/1009864974,1009864974
4973,krisha,Алматы,Алатауский р-н,1.0,40.0,7.0,9.0,200000,5000.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 7/9 этаж,"Алатауский р-н, мкр Нуркент 5/8",https://krisha.kz/a/show/1008368513,1008368513
4974,krisha,Алматы,Турксибский р-н,1.0,45.0,3.0,5.0,220000,4888.9,middle,unknown,2026-03-20,1-комнатная квартира · 45 м² · 3/5 этаж,"Турксибский р-н, мкр Жас Канат, Мкр. Жасқанат 1/72",https://krisha.kz/a/show/1005860332,1005860332
4975,krisha,Алматы,Алатауский р-н,2.0,55.0,8.0,12.0,260000,4727.3,high,unknown,2026-03-20,2-комнатная квартира · 55 м² · 8/12 этаж,"Алатауский р-н, мкр Алгабас, Омарова 1",https://krisha.kz/a/show/1008405159,1008405159
4976,krisha,Алматы,Ауэзовский р-н,1.0,38.0,3.0,9.0,170000,4473.7,middle,unknown,2026-03-20,1-комнатная квартира · 38 м² · 3/9 этаж,"Ауэзовский р-н, мкр Аксай-1А",https://krisha.kz/a/show/692068103,692068103
4977,krisha,Алматы,Бостандыкский р-н,1.0,24.0,1.0,2.0,159000,6625.0,middle,unknown,2026-03-20,1-комнатная квартира · 24 м² · 1/2 этаж,"Бостандыкский р-н, мкр Баганашыл, Тан 154а — Тан 154 а",https://krisha.kz/a/show/1007734863,1007734863
4978,krisha,Алматы,Наурызбайский р-н,1.0,32.0,4.0,4.0,200000,6250.0,middle,unknown,2026-03-20,1-комнатная квартира · 32 м² · 4/4 этаж,"Наурызбайский р-н, мкр Шугыла, Мкр Шугыла, 340/36, — Проспект.Алатау, ул.Сабденова",https://krisha.kz/a/show/1009690148,1009690148
4979,krisha,Алматы,Алатауский р-н,2.0,30.0,,,130000,4333.3,middle,unknown,2026-03-20,2-комнатная квартира · 30 м² · 1 этаж,"Алатауский р-н, мкр Акбулак 46",https://krisha.kz/a/show/761596490,761596490
4980,krisha,Алматы,Алатауский р-н,2.0,54.5,2.0,3.0,300000,5504.6,high,unknown,2026-03-20,2-комнатная квартира · 54.5 м² · 2/3 этаж,"Алатауский р-н, мкр Теректы, Устирт 21",https://krisha.kz/a/show/1009893949,1009893949
4981,krisha,Алматы,Алатауский р-н,2.0,70.0,1.0,5.0,250000,3571.4,high,unknown,2026-03-20,2-комнатная квартира · 70 м² · 1/5 этаж,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 36",https://krisha.kz/a/show/699652878,699652878
4982,krisha,Алматы,Алатауский р-н,1.0,30.0,2.0,2.0,130000,4333.3,middle,unknown,2026-03-20,1-комнатная квартира · 30 м² · 2/2 этаж,"Алатауский р-н, Ленгерская 9",https://krisha.kz/a/show/1004116927,1004116927
4983,krisha,Алматы,Ауэзовский р-н,2.0,45.0,5.0,5.0,260000,5777.8,high,unknown,2026-03-20,2-комнатная квартира · 45 м² · 5/5 этаж,"Ауэзовский р-н, мкр Аксай-2 — Момышулы-Елемесова",https://krisha.kz/a/show/691867791,691867791
4984,krisha,Алматы,Ауэзовский р-н,1.0,40.0,1.0,1.0,180000,4500.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 1/1 этаж,"Ауэзовский р-н, мкр Таугуль-3 36",https://krisha.kz/a/show/672763609,672763609
4985,krisha,Алматы,Ауэзовский р-н,1.0,30.0,4.0,5.0,220000,7333.3,middle,unknown,2026-03-20,1-комнатная квартира · 30 м² · 4/5 этаж,"Ауэзовский р-н, мкр №11 31 — Жандосова правда",https://krisha.kz/a/show/1010171848,1010171848
4986,krisha,Алматы,Просп. Назарбаева 28,1.0,50.0,,,330000,6600.0,high,unknown,2026-03-20,1-комнатная квартира · 50 м²,Просп. Назарбаева 28,https://krisha.kz/a/show/1009760097,1009760097
4987,krisha,Алматы,Алатауский р-н,1.0,30.0,11.0,12.0,200000,6666.7,middle,unknown,2026-03-20,1-комнатная квартира · 30 м² · 11/12 этаж,"Алатауский р-н, мкр Алгабас, Омарова 10",https://krisha.kz/a/show/1005836628,1005836628
4988,krisha,Алматы,Ауэзовский р-н,2.0,63.0,2.0,16.0,360000,5714.3,high,unknown,2026-03-20,2-комнатная квартира · 63 м² · 2/16 этаж,"Ауэзовский р-н, Навои 39",https://krisha.kz/a/show/691082683,691082683
4989,krisha,Алматы,Наурызбайский р-н,2.0,45.0,4.0,10.0,250000,5555.6,high,unknown,2026-03-20,2-комнатная квартира · 45 м² · 4/10 этаж,"Наурызбайский р-н, мкр Калкаман-2 8/3",https://krisha.kz/a/show/1010390999,1010390999
4990,krisha,Алматы,Бостандыкский р-н,1.0,38.0,4.0,5.0,330000,8684.2,high,agency,2026-03-20,1-комнатная квартира · 38 м² · 4/5 этаж,"Бостандыкский р-н, Назарбаева — Аль-Фараби",https://krisha.kz/a/show/1010211870,1010211870
4991,krisha,Алматы,Наурызбайский р-н,1.0,36.0,8.0,9.0,200000,5555.6,middle,unknown,2026-03-12,1-комнатная квартира · 36 м² · 8/9 этаж,"Наурызбайский р-н, Райымбек 590/9 к 1 — Находиться возле апорта , по ташкентской рядом школа",https://krisha.kz/a/show/1010372448,1010372448
4992,krisha,Алматы,Ауэзовский р-н,2.0,57.0,8.0,10.0,330000,5789.5,high,unknown,2026-03-20,2-комнатная квартира · 57 м² · 8/10 этаж,"Ауэзовский р-н, мкр №12, 12-й мкрн 26",https://krisha.kz/a/show/1005764903,1005764903
4993,krisha,Алматы,Ауэзовский р-н,2.0,51.0,9.0,13.0,300000,5882.4,high,unknown,2026-03-20,2-комнатная квартира · 51 м² · 9/13 этаж,"Ауэзовский р-н, Райымбека 348/1 — Сайран",https://krisha.kz/a/show/1000263652,1000263652
4994,krisha,Алматы,Турксибский р-н,2.0,70.0,,,230000,3285.7,middle,unknown,2026-03-20,2-комнатная квартира · 70 м² · 10 этаж,"Турксибский р-н, мкр Кайрат 153/28 2 блок — Бухтарминская",https://krisha.kz/a/show/1009636893,1009636893
4995,krisha,Алматы,Ауэзовский р-н,1.0,40.0,5.0,9.0,240000,6000.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 5/9 этаж,"Ауэзовский р-н, мкр Аксай-4 — Момышулы выше жубанова",https://krisha.kz/a/show/1010165156,1010165156
4996,krisha,Алматы,Бостандыкский р-н,2.0,47.5,8.0,16.0,320000,6736.8,high,unknown,2026-03-20,2-комнатная квартира · 47.5 м² · 8/16 этаж,"Бостандыкский р-н, Жарокова 137 — Мынбаева",https://krisha.kz/a/show/1010382674,1010382674
4997,krisha,Алматы,Турксибский р-н,2.0,62.0,6.0,7.0,230000,3709.7,middle,unknown,2026-03-20,2-комнатная квартира · 62 м² · 6/7 этаж,"Турксибский р-н, Бухтарминская 153/48 бл 8 — Бухтарминская",https://krisha.kz/a/show/1009904739,1009904739
4998,krisha,Алматы,Алмалинский р-н,3.0,80.0,4.0,5.0,350000,4375.0,high,unknown,2026-03-20,3-комнатная квартира · 80 м² · 4/5 этаж,"Алмалинский р-н, Шевченко 157",https://krisha.kz/a/show/1009989601,1009989601
4999,krisha,Алматы,Бостандыкский р-н,1.0,30.0,5.0,5.0,220000,7333.3,middle,unknown,2026-03-20,1-комнатная квартира · 30 м² · 5/5 этаж,"Бостандыкский р-н, ул. Сатпаева 54 — Жарокова",https://krisha.kz/a/show/681055504,681055504
5000,krisha,Алматы,Наурызбайский р-н,1.0,40.0,2.0,9.0,170000,4250.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м² · 2/9 этаж,"Наурызбайский р-н, мкр Шугыла, Шұғыла 340/45 14",https://krisha.kz/a/show/1010387610,1010387610
5001,krisha,Алматы,Наурызбайский р-н,1.0,22.0,9.0,12.0,160000,7272.7,middle,unknown,2026-03-20,1-комнатная квартира · 22 м² · 9/12 этаж,"Наурызбайский р-н, мкр Калкаман-1 9",https://krisha.kz/a/show/1010383551,1010383551
5002,krisha,Алматы,Наурызбайский р-н,1.0,53.0,9.0,9.0,230000,4339.6,middle,unknown,2026-03-20,1-комнатная квартира · 53 м² · 9/9 этаж,"Наурызбайский р-н, мкр Шугыла, Микрорайон Шугыла, 340/33 к7 340/33 к7",https://krisha.kz/a/show/1010359201,1010359201
5003,krisha,Алматы,Турксибский р-н,3.0,64.0,5.0,5.0,270000,4218.8,high,unknown,2026-03-20,3-комнатная квартира · 64 м² · 5/5 этаж,"Турксибский р-н, мкр Жулдыз-1",https://krisha.kz/a/show/1008090558,1008090558
5004,krisha,Алматы,Ауэзовский р-н,3.0,56.0,2.0,4.0,280000,5000.0,high,unknown,2026-03-20,3-комнатная квартира · 56 м² · 2/4 этаж,"Ауэзовский р-н, мкр №1 78 — Сайна-Улугбека",https://krisha.kz/a/show/1010374582,1010374582
5005,krisha,Алматы,Турксибский р-н,2.0,41.0,2.0,5.0,280000,6829.3,high,unknown,2026-03-20,2-комнатная квартира · 41 м² · 2/5 этаж,"Турксибский р-н, мкр Кайрат, Тараз 7",https://krisha.kz/a/show/1002800620,1002800620
5006,krisha,Алматы,Ауэзовский р-н,2.0,52.0,11.0,13.0,320000,6153.8,high,unknown,2026-03-20,2-комнатная квартира · 52 м² · 11/13 этаж,"Ауэзовский р-н, Райымбека 348/1",https://krisha.kz/a/show/1006989780,1006989780
5007,krisha,Алматы,Алатауский р-н,2.0,55.0,7.0,12.0,250000,4545.5,high,unknown,2026-03-12,2-комнатная квартира · 55 м² · 7/12 этаж,"Алатауский р-н, мкр Дарабоз — Напротив Алматы арена",https://krisha.kz/a/show/1010359610,1010359610
5008,krisha,Алматы,Наурызбайский р-н,1.0,46.0,8.0,9.0,190000,4130.4,middle,unknown,2026-03-20,1-комнатная квартира · 46 м² · 8/9 этаж,"Наурызбайский р-н, мкр Шугыла 340/4 к25 — Абая-алатау",https://krisha.kz/a/show/761500585,761500585
5009,krisha,Алматы,Медеуский р-н,3.0,75.0,5.0,9.0,400000,5333.3,high,unknown,2026-03-20,3-комнатная квартира · 75 м² · 5/9 этаж,"Медеуский р-н, мкр Думан-2, Мкрн Думан-2 57",https://krisha.kz/a/show/1009880119,1009880119
5010,krisha,Алматы,Турксибский р-н,2.0,64.0,9.0,10.0,285000,4453.1,high,unknown,2026-03-20,2-комнатная квартира · 64 м² · 9/10 этаж,"Турксибский р-н, Сейфуллина 51 — Сейфуллина Кассина",https://krisha.kz/a/show/697121219,697121219
5011,krisha,Алматы,Медеуский р-н,3.0,67.0,,,450000,6716.4,high,unknown,2026-03-20,3-комнатная квартира · 67 м²,"Медеуский р-н, мкр Самал-2",https://krisha.kz/a/show/1010299682,1010299682
5012,krisha,Алматы,Ауэзовский р-н,2.0,45.0,3.0,4.0,230000,5111.1,middle,unknown,2026-03-20,2-комнатная квартира · 45 м² · 3/4 этаж,"Ауэзовский р-н, мкр №4 18 — Станция Сарыарка, кинотеатр Сарыарка",https://krisha.kz/a/show/1009412316,1009412316
5013,krisha,Алматы,Ауэзовский р-н,2.0,60.0,,,300000,5000.0,high,unknown,2026-03-20,2-комнатная квартира · 60 м²,"Ауэзовский р-н, мкр Таугуль-2 12 — Навои Рыскулбекова",https://krisha.kz/a/show/1010388380,1010388380
5014,krisha,Алматы,Бостандыкский р-н,2.0,40.0,8.0,12.0,320000,8000.0,high,unknown,2026-03-20,2-комнатная квартира · 40 м² · 8/12 этаж,"Бостандыкский р-н, Сатпаева — Туркебаева",https://krisha.kz/a/show/1009841478,1009841478
5015,krisha,Алматы,Алмалинский р-н,1.0,43.0,8.0,17.0,350000,8139.5,high,unknown,2026-03-20,1-комнатная квартира · 43 м² · 8/17 этаж,"Алмалинский р-н, Толе би 181 — Теле-би  Ауэзова",https://krisha.kz/a/show/1005778572,1005778572
5016,krisha,Алматы,Ауэзовский р-н,1.0,32.0,3.0,4.0,210000,6562.5,middle,unknown,2026-03-20,1-комнатная квартира · 32 м² · 3/4 этаж,"Ауэзовский р-н, мкр №9 39",https://krisha.kz/a/show/1002884939,1002884939
5017,krisha,Алматы,Медеуский р-н,1.0,37.0,4.0,9.0,200000,5405.4,middle,unknown,2026-03-20,1-комнатная квартира · 37 м² · 4/9 этаж,"Медеуский р-н, мкр Думан-2 58 — В 200 метрах от Магнума",https://krisha.kz/a/show/1010388125,1010388125
5018,krisha,Алматы,Наурызбайский р-н,1.0,40.0,,,220000,5500.0,middle,unknown,2026-03-20,1-комнатная квартира · 40 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/3 - 340/3к17, 340/8 - 340/8 к5",https://krisha.kz/a/show/1010362349,1010362349
5019,krisha,Алматы,Алатауский р-н,1.0,37.0,8.0,10.0,220000,5945.9,middle,unknown,2026-03-20,1-комнатная квартира · 37 м² · 8/10 этаж,"Алатауский р-н, Северное кольцо 92/2",https://krisha.kz/a/show/1010387382,1010387382
5020,krisha,Алматы,Медеуский р-н,1.0,35.0,3.0,5.0,250000,7142.9,high,unknown,2026-03-20,1-комнатная квартира · 35 м² · 3/5 этаж,"Медеуский р-н, мкр Самал-3, улица Чайкина 3А — улица Достык, теренкур, ресторан У Афанасича",https://krisha.kz/a/show/1010378906,1010378906
