source,city,listing_id,title,rooms,area_m2,floor,total_floors,price_tenge,district,address,listing_date,seller_type,url,price_per_m2,id
krisha,Алматы,1009611812,2-комнатная квартира · 50 м² · 3/5 этаж,2.0,50.0,3.0,5.0,320000,Медеуский р-н,"Медеуский р-н, Макатаева 16 — Барибаева",2026-03-19,agency,https://krisha.kz/a/show/1009611812,6400.0,1032
krisha,Алматы,1009824588,1-комнатная квартира · 32 м² · 13/14 этаж,1.0,32.0,13.0,14.0,400000,Бостандыкский р-н,"Бостандыкский р-н, Журавлева 26",2026-03-19,owner,https://krisha.kz/a/show/1009824588,12500.0,1033
krisha,Алматы,1010251901,1-комнатная квартира · 35 м² · 1/5 этаж,1.0,35.0,1.0,5.0,260000,Бостандыкский р-н,"Бостандыкский р-н, мкр Орбита-2 16",2026-03-19,owner,https://krisha.kz/a/show/1010251901,7428.6,1034
krisha,Алматы,1010421669,1-комнатная квартира · 40 м² · 1/16 этаж,1.0,40.0,1.0,16.0,240000,Алмалинский р-н,"Алмалинский р-н, Райымбека 206/12 — Чуть ниже Ауезова",2026-03-19,owner,https://krisha.kz/a/show/1010421669,6000.0,1035
krisha,Алматы,1008265926,2-комнатная квартира · 60 м² · 5/16 этаж,2.0,60.0,5.0,16.0,550000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби",2026-03-19,owner,https://krisha.kz/a/show/1008265926,9166.7,1036
krisha,Алматы,1001789614,3-комнатная квартира · 105 м² · 2/7 этаж,3.0,105.0,2.0,7.0,750000,Медеуский р-н,"Медеуский р-н, Жамакаева 254/2",2026-03-19,agency,https://krisha.kz/a/show/1001789614,7142.9,1037
krisha,Алматы,760781698,1-комнатная квартира · 40 м² · 11/12 этаж,1.0,40.0,11.0,12.0,250000,Ауэзовский р-н,"Ауэзовский р-н, мкр Тастак-1 348/1",2026-03-19,owner,https://krisha.kz/a/show/760781698,6250.0,1038
krisha,Алматы,1010590331,2-комнатная квартира · 60 м² · 9/12 этаж,2.0,60.0,9.0,12.0,280000,Алатауский р-н,"Алатауский р-н, мкр Гажайып",2026-03-19,owner,https://krisha.kz/a/show/1010590331,4666.7,1039
krisha,Алматы,1009968769,2-комнатная квартира · 75 м² · 5/20 этаж,2.0,75.0,5.0,20.0,400000,Бостандыкский р-н,"Бостандыкский р-н, Гагарина 310",2026-03-19,agency,https://krisha.kz/a/show/1009968769,5333.3,1040
krisha,Алматы,1002459932,2-комнатная квартира · 48 м² · 8/12 этаж,2.0,48.0,8.0,12.0,350000,Тажибаевой 157 к1,Тажибаевой 157 к1,2026-03-19,owner,https://krisha.kz/a/show/1002459932,7291.7,1041
krisha,Алматы,690378699,1-комнатная квартира · 20 м² · 3 этаж,1.0,20.0,,,150000,Жетысуский р-н,"Жетысуский р-н, Осоавиахима 33",2026-03-19,owner,https://krisha.kz/a/show/690378699,7500.0,1042
krisha,Алматы,1009937030,2-комнатная квартира · 75 м² · 6/10 этаж,2.0,75.0,6.0,10.0,250000,Наурызбайский р-н,"Наурызбайский р-н, Жунисова 14/10",2026-03-19,owner,https://krisha.kz/a/show/1009937030,3333.3,1043
krisha,Алматы,692117890,2-комнатная квартира · 70 м² · 8/20 этаж,2.0,70.0,8.0,20.0,480000,Бостандыкский р-н,"Бостандыкский р-н, Гагарина",2026-03-19,owner,https://krisha.kz/a/show/692117890,6857.1,1044
krisha,Алматы,1010108495,2-комнатная квартира · 45 м² · 8/12 этаж,2.0,45.0,8.0,12.0,370000,Бостандыкский р-н,"Бостандыкский р-н, Си Синхая — Си Синхая-Жарокова",2026-03-19,owner,https://krisha.kz/a/show/1010108495,8222.2,1045
krisha,Алматы,1004958920,1-комнатная квартира · 40 м² · 3/5 этаж,1.0,40.0,3.0,5.0,270000,Алмалинский р-н,"Алмалинский р-н, Муратбаева 101 — Угол Гоголя",2026-03-19,owner,https://krisha.kz/a/show/1004958920,6750.0,1046
krisha,Алматы,1010534642,2-комнатная квартира · 48 м² · 3/10 этаж,2.0,48.0,3.0,10.0,360000,Медеуский р-н,"Медеуский р-н, Тянь-Шанская 9Г — Макатаева Коперника",2026-03-19,owner,https://krisha.kz/a/show/1010534642,7500.0,1047
krisha,Алматы,1009381615,1-комнатная квартира · 39 м² · 6/10 этаж,1.0,39.0,6.0,10.0,230000,Ауэзовский р-н,"Ауэзовский р-н, мкр Аксай-5 25",2026-03-19,owner,https://krisha.kz/a/show/1009381615,5897.4,1048
krisha,Алматы,1008796701,3-комнатная квартира · 150 м² · 1/3 этаж,3.0,150.0,1.0,3.0,2000000,Медеуский р-н,"Медеуский р-н, Аль- Фараби 116 — Каппарова",2026-03-19,agency,https://krisha.kz/a/show/1008796701,13333.3,1049
krisha,Алматы,693702503,2-комнатная квартира · 60 м² · 5 этаж,2.0,60.0,,,550000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 103/1 — Ходжанова",2026-03-19,owner,https://krisha.kz/a/show/693702503,9166.7,1050
krisha,Алматы,693498160,1-комнатная квартира · 30.8 м² · 3/4 этаж,1.0,30.8,3.0,4.0,210000,Ауэзовский р-н,"Ауэзовский р-н, мкр №12 9 — Шаляпина/Берегового",2026-03-19,owner,https://krisha.kz/a/show/693498160,6818.2,1051
krisha,Алматы,1007796218,2-комнатная квартира · 43 м² · 1/4 этаж,2.0,43.0,1.0,4.0,280000,Ауэзовский р-н,"Ауэзовский р-н, мкр №8 72",2026-03-19,owner,https://krisha.kz/a/show/1007796218,6511.6,1052
krisha,Алматы,1010206061,1-комнатная квартира · 25 м² · 1/3 этаж,1.0,25.0,1.0,3.0,50000,Медеуский р-н,"Медеуский р-н, мкр Горный Гигант, Иванилов көшесі 12 — улица Хаджи Мукана",2026-03-19,owner,https://krisha.kz/a/show/1010206061,2000.0,1053
krisha,Алматы,1010443604,2-комнатная квартира · 50 м² · 4/12 этаж,2.0,50.0,4.0,12.0,210000,Алатауский р-н,"Алатауский р-н, мкр Алгабас, Омарова 1/1",2026-03-19,owner,https://krisha.kz/a/show/1010443604,4200.0,1054
krisha,Алматы,698189342,4-комнатная квартира · 120 м² · 15/15 этаж,4.0,120.0,15.0,15.0,1100000,Алмалинский р-н,"Алмалинский р-н, Манаса 109а — Абая",2026-03-19,agency,https://krisha.kz/a/show/698189342,9166.7,1055
krisha,Алматы,1010589911,3-комнатная квартира · 58 м² · 1/5 этаж,3.0,58.0,1.0,5.0,300000,Бостандыкский р-н,"Бостандыкский р-н, мкр Орбита-3",2026-03-19,unknown,https://krisha.kz/a/show/1010589911,5172.4,1056
krisha,Алматы,1010588693,3-комнатная квартира · 70 м² · 7/13 этаж,3.0,70.0,7.0,13.0,420000,Медеуский р-н,"Медеуский р-н, Просп. Назарбаева 28",2026-03-19,owner,https://krisha.kz/a/show/1010588693,6000.0,1057
krisha,Алматы,1006721815,2-комнатная квартира · 56 м² · 10/16 этаж,2.0,56.0,10.0,16.0,280000,Алмалинский р-н,"Алмалинский р-н, Ауэзова 2/8",2026-03-19,owner,https://krisha.kz/a/show/1006721815,5000.0,1058
krisha,Алматы,697546194,2-комнатная квартира · 60 м² · 17/19 этаж,2.0,60.0,17.0,19.0,590000,Бостандыкский р-н,"Бостандыкский р-н, Назарбаева 235 Б",2026-03-19,owner,https://krisha.kz/a/show/697546194,9833.3,1059
krisha,Алматы,697921026,2-комнатная квартира · 54 м² · 16/19 этаж,2.0,54.0,16.0,19.0,500000,Бостандыкский р-н,"Бостандыкский р-н, Назарбаева 235 Б",2026-03-19,agency,https://krisha.kz/a/show/697921026,9259.3,1060
krisha,Алматы,694144763,1-комнатная квартира · 20 м² · 2/3 этаж,1.0,20.0,2.0,3.0,80000,Жетысуский р-н,"Жетысуский р-н, Торетай — Раимбека уг Торетай возле сейфулина",2026-03-19,owner,https://krisha.kz/a/show/694144763,4000.0,1061
krisha,Алматы,1010426491,2-комнатная квартира · 65 м² · 10/20 этаж,2.0,65.0,10.0,20.0,400000,Бостандыкский р-н,"Бостандыкский р-н, Абая 164 — Брусиловского",2026-03-19,agency,https://krisha.kz/a/show/1010426491,6153.8,1062
krisha,Алматы,1010589707,2-комнатная квартира · 65 м² · 13/17 этаж,2.0,65.0,13.0,17.0,390000,Бостандыкский р-н,"Бостандыкский р-н, Абая 4 — Брусиловского",2026-03-19,owner,https://krisha.kz/a/show/1010589707,6000.0,1063
krisha,Алматы,1010538653,3-комнатная квартира · 87 м² · 4/12 этаж,3.0,87.0,4.0,12.0,280000,Алатауский р-н,"Алатауский р-н, мкр Нуркент, Алгабас-1 — Рыскулова Момышулы",2026-03-19,owner,https://krisha.kz/a/show/1010538653,3218.4,1064
krisha,Алматы,1008710115,1-комнатная квартира · 27 м² · 2/2 этаж,1.0,27.0,2.0,2.0,180000,Жетысуский р-н,"Жетысуский р-н, Севастопольская 21",2026-03-19,owner,https://krisha.kz/a/show/1008710115,6666.7,1065
krisha,Алматы,1006991415,3-комнатная квартира · 77.1 м² · 12/14 этаж,3.0,77.1,12.0,14.0,350000,Ауэзовский р-н,"Ауэзовский р-н, Навои 60 — Навои Джандосова",2026-03-19,owner,https://krisha.kz/a/show/1006991415,4539.6,1066
krisha,Алматы,1010562895,2-комнатная квартира · 50 м² · 1/6 этаж,2.0,50.0,1.0,6.0,250000,Алатауский р-н,"Алатауский р-н, мкр Нуркент 18",2026-03-19,owner,https://krisha.kz/a/show/1010562895,5000.0,1067
krisha,Алматы,1006427944,3-комнатная квартира · 120 м² · 18/23 этаж,3.0,120.0,18.0,23.0,700000,Алмалинский р-н,"Алмалинский р-н, Кабанбай батыра 87",2026-03-19,agency,https://krisha.kz/a/show/1006427944,5833.3,1068
krisha,Алматы,1007589854,2-комнатная квартира · 83 м² · 10/20 этаж,2.0,83.0,10.0,20.0,320000,Бостандыкский р-н,"Бостандыкский р-н, Розыбакиева 289 — Аль-Фараби - Розыбакиева",2026-03-19,agency,https://krisha.kz/a/show/1007589854,3855.4,1069
krisha,Алматы,1008629277,2-комнатная квартира · 53.5 м² · 10/10 этаж,2.0,53.5,10.0,10.0,330000,Медеуский р-н,"Медеуский р-н, Володарского 40",2026-03-19,agency,https://krisha.kz/a/show/1008629277,6168.2,1070
krisha,Алматы,1010178703,2-комнатная квартира · 57 м²,2.0,57.0,,,400000,Медеуский р-н,"Медеуский р-н, мкр Горный Гигант, Жамакаева 194",2026-03-19,owner,https://krisha.kz/a/show/1010178703,7017.5,1071
krisha,Алматы,1006640132,1-комнатная квартира · 30 м² · 10/16 этаж,1.0,30.0,10.0,16.0,210000,Алмалинский р-н,"Алмалинский р-н, Ауэзова 2/4",2026-03-19,owner,https://krisha.kz/a/show/1006640132,7000.0,1072
krisha,Алматы,1010210238,2-комнатная квартира · 57 м² · 11 этаж,2.0,57.0,,,580000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 41/2 — Аль-Фараби - Сейфуллина",2026-03-19,owner,https://krisha.kz/a/show/1010210238,10175.4,1073
krisha,Алматы,1010358496,2-комнатная квартира · 61 м² · 8/10 этаж,2.0,61.0,8.0,10.0,250000,Наурызбайский р-н,"Наурызбайский р-н, Алтын Орда — Мечеть, школа, садик, все магазины",2026-03-19,owner,https://krisha.kz/a/show/1010358496,4098.4,1074
krisha,Алматы,694051027,2-комнатная квартира · 52 м² · 10/16 этаж,2.0,52.0,10.0,16.0,290000,Бостандыкский р-н,"Бостандыкский р-н, Абая 150/230 — Абая  уг Тургут Озала",2026-03-19,owner,https://krisha.kz/a/show/694051027,5576.9,1075
krisha,Алматы,697311824,1-комнатная квартира · 19.7 м² · 3/3 этаж,1.0,19.7,3.0,3.0,130000,Турксибский р-н,"Турксибский р-н, Зелинского 108 — Алматы-1, мехпоселок, Сейфуллина-ахан Серы",2026-03-19,agency,https://krisha.kz/a/show/697311824,6599.0,1076
krisha,Алматы,1010462967,2-комнатная квартира · 65 м² · 19 этаж,2.0,65.0,,,420000,Бостандыкский р-н,"Бостандыкский р-н, Абая 164 — Брусиловского",2026-03-19,owner,https://krisha.kz/a/show/1010462967,6461.5,1077
krisha,Алматы,1009597417,2-комнатная квартира · 54 м² · 9/9 этаж,2.0,54.0,9.0,9.0,250000,Алмалинский р-н,"Алмалинский р-н, мкр Тастак-2, Брусиловского 28 — проспект Райымбека",2026-03-19,agency,https://krisha.kz/a/show/1009597417,4629.6,1078
krisha,Алматы,685893058,1-комнатная квартира · 40 м² · 9/12 этаж,1.0,40.0,9.0,12.0,200000,Наурызбайский р-н,"Наурызбайский р-н, мкр Калкаман-2, Абишева 3 — Абишева 36/5",2026-03-19,owner,https://krisha.kz/a/show/685893058,5000.0,1079
krisha,Алматы,1007468909,2-комнатная квартира · 74 м² · 3/4 этаж,2.0,74.0,3.0,4.0,540000,Алмалинский р-н,"Алмалинский р-н, Богенбай батыра 136 — Богенбай батыра желтоксан",2026-03-19,owner,https://krisha.kz/a/show/1007468909,7297.3,1080
krisha,Алматы,1009965757,1-комнатная квартира · 50 м²,1.0,50.0,,,350000,Бостандыкский р-н,"Бостандыкский р-н, Толе би 189",2026-03-19,owner,https://krisha.kz/a/show/1009965757,7000.0,1081
krisha,Алматы,1009634007,2-комнатная квартира · 49.8 м² · 3/14 этаж,2.0,49.8,3.0,14.0,270000,Ауэзовский р-н,"Ауэзовский р-н, Абая 55 — Абая Шаляпина",2026-03-19,owner,https://krisha.kz/a/show/1009634007,5421.7,1082
krisha,Алматы,1010589341,2-комнатная квартира · 63 м² · 10/11 этаж,2.0,63.0,10.0,11.0,300000,Ауэзовский р-н,"Ауэзовский р-н, мкр Жетысу-3 59 — Абая Момышулы",2026-03-19,owner,https://krisha.kz/a/show/1010589341,4761.9,1083
krisha,Алматы,1010589257,1-комнатная квартира · 25 м² · 1/1 этаж,1.0,25.0,1.0,1.0,130000,Наурызбайский р-н,"Наурызбайский р-н, мкр Каргалы — Кенесары хан",2026-03-19,owner,https://krisha.kz/a/show/1010589257,5200.0,1084
krisha,Алматы,1003159066,2-комнатная квартира · 44 м² · 2/4 этаж,2.0,44.0,2.0,4.0,300000,Алмалинский р-н,"Алмалинский р-н, Шарипова — Шарипова Джамбула",2026-03-19,owner,https://krisha.kz/a/show/1003159066,6818.2,1085
krisha,Алматы,1002279664,1-комнатная квартира · 45 м² · 10 этаж,1.0,45.0,,,430000,Бостандыкский р-н,"Бостандыкский р-н, Егизбаева 3",2026-03-19,owner,https://krisha.kz/a/show/1002279664,9555.6,1086
krisha,Алматы,1009784167,2-комнатная квартира · 60 м² · 7/12 этаж,2.0,60.0,7.0,12.0,350000,Бостандыкский р-н,"Бостандыкский р-н, мкр Орбита-3, Торайгырова 21/1",2026-03-19,owner,https://krisha.kz/a/show/1009784167,5833.3,1087
krisha,Алматы,1010044175,1-комнатная квартира · 35 м² · 2/5 этаж,1.0,35.0,2.0,5.0,270000,Медеуский р-н,"Медеуский р-н, Маметовой 12 — Валиханова",2026-03-19,agency,https://krisha.kz/a/show/1010044175,7714.3,1088
krisha,Алматы,1010205414,2-комнатная квартира · 40 м² · 2/5 этаж,2.0,40.0,2.0,5.0,280000,Алмалинский р-н,"Алмалинский р-н, Абая 99",2026-03-19,owner,https://krisha.kz/a/show/1010205414,7000.0,1089
krisha,Алматы,1009805788,1-комнатная квартира · 35 м² · 8/12 этаж,1.0,35.0,8.0,12.0,280000,Бостандыкский р-н,"Бостандыкский р-н, Торайгырова 21/1",2026-03-19,owner,https://krisha.kz/a/show/1009805788,8000.0,1090
krisha,Алматы,1007959248,1-комнатная квартира · 35 м² · 1/2 этаж,1.0,35.0,1.0,2.0,175000,Алатауский р-н,"Алатауский р-н, мкр Акбулак — Еспаева 23/1",2026-03-19,owner,https://krisha.kz/a/show/1007959248,5000.0,1091
krisha,Алматы,695165915,2-комнатная квартира · 75 м² · 11/19 этаж,2.0,75.0,11.0,19.0,700000,Бостандыкский р-н,"Бостандыкский р-н, Радостовца 270",2026-03-19,agency,https://krisha.kz/a/show/695165915,9333.3,1092
krisha,Алматы,1006527043,2-комнатная квартира · 60 м² · 4/12 этаж,2.0,60.0,4.0,12.0,270000,Алатауский р-н,"Алатауский р-н, мкр Аккент, Мкр. Аккент 58",2026-03-19,owner,https://krisha.kz/a/show/1006527043,4500.0,1093
krisha,Алматы,1007249402,2-комнатная квартира · 55 м² · 4/19 этаж,2.0,55.0,4.0,19.0,500000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 41 — Сейфуллина",2026-03-19,agency,https://krisha.kz/a/show/1007249402,9090.9,1094
krisha,Алматы,692350083,1-комнатная квартира · 13 м² · 5/5 этаж,1.0,13.0,5.0,5.0,140000,Алмалинский р-н,"Алмалинский р-н, Казыбек би 167",2026-03-19,owner,https://krisha.kz/a/show/692350083,10769.2,1095
krisha,Алматы,1008533733,1-комнатная квартира · 45 м² · 12/13 этаж,1.0,45.0,12.0,13.0,390000,Алмалинский р-н,"Алмалинский р-н, Кабанбай батыра 252 — Кабанбай батыра - Айтиева",2026-03-19,owner,https://krisha.kz/a/show/1008533733,8666.7,1096
krisha,Алматы,1008183082,2-комнатная квартира · 40 м² · 4/4 этаж,2.0,40.0,4.0,4.0,260000,Бостандыкский р-н,"Бостандыкский р-н, Серкебаева 27 — Басенова",2026-03-19,owner,https://krisha.kz/a/show/1008183082,6500.0,1097
krisha,Алматы,1003660582,3-комнатная квартира · 78 м² · 1/5 этаж,3.0,78.0,1.0,5.0,550000,Медеуский р-н,"Медеуский р-н, Тулебаева — Шевченко",2026-03-19,owner,https://krisha.kz/a/show/1003660582,7051.3,1098
krisha,Алматы,691510919,3-комнатная квартира · 50.2 м² · 3/4 этаж,3.0,50.2,3.0,4.0,360000,Медеуский р-н,"Медеуский р-н, мкр Самал-3",2026-03-19,owner,https://krisha.kz/a/show/691510919,7171.3,1099
krisha,Алматы,1006770037,2-комнатная квартира · 60 м² · 18/21 этаж,2.0,60.0,18.0,21.0,599000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 27 — Сейфуллина",2026-03-19,agency,https://krisha.kz/a/show/1006770037,9983.3,1100
krisha,Алматы,1010106054,2-комнатная квартира · 43 м² · 16/18 этаж,2.0,43.0,16.0,18.0,400000,Бостандыкский р-н,"Бостандыкский р-н, Утепова 31",2026-03-19,owner,https://krisha.kz/a/show/1010106054,9302.3,1101
krisha,Алматы,1010294104,3-комнатная квартира · 75 м² · 12/13 этаж,3.0,75.0,12.0,13.0,500000,Бостандыкский р-н,"Бостандыкский р-н, Утепова 20 — Розыбакиева",2026-03-19,owner,https://krisha.kz/a/show/1010294104,6666.7,1102
krisha,Алматы,1008560300,3-комнатная квартира · 88 м² · 5/6 этаж,3.0,88.0,5.0,6.0,255000,Турксибский р-н,"Турксибский р-н, Спасская 66д — Бекмаханова",2026-03-19,owner,https://krisha.kz/a/show/1008560300,2897.7,1103
krisha,Алматы,1010207297,2-комнатная квартира · 67 м² · 8/9 этаж,2.0,67.0,8.0,9.0,450000,Алатауский р-н,"Алатауский р-н, мкр Аккент",2026-03-19,owner,https://krisha.kz/a/show/1010207297,6716.4,1104
krisha,Алматы,683937686,2-комнатная квартира · 42 м² · 4/5 этаж,2.0,42.0,4.0,5.0,250000,Ауэзовский р-н,"Ауэзовский р-н, мкр №9 21 — Саина - Шаляпина",2026-03-19,owner,https://krisha.kz/a/show/683937686,5952.4,1105
krisha,Алматы,661985750,1-комнатная квартира · 40 м² · 1/4 этаж,1.0,40.0,1.0,4.0,225000,Бостандыкский р-н,"Бостандыкский р-н, Жандосова 185 — Радостовца",2026-03-19,owner,https://krisha.kz/a/show/661985750,5625.0,1106
krisha,Алматы,1010588925,1-комнатная квартира · 30 м² · 5/12 этаж,1.0,30.0,5.0,12.0,85000,Алатауский р-н,"Алатауский р-н, мкр Аккент",2026-03-19,owner,https://krisha.kz/a/show/1010588925,2833.3,1107
krisha,Алматы,1001548530,2-комнатная квартира · 62 м² · 5/18 этаж,2.0,62.0,5.0,18.0,550000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 111А",2026-03-19,owner,https://krisha.kz/a/show/1001548530,8871.0,1108
krisha,Алматы,1007044061,1-комнатная квартира · 30 м² · 4/5 этаж,1.0,30.0,4.0,5.0,280000,Алмалинский р-н,"Алмалинский р-н, Жумалиева 144 — Карасай батыра",2026-03-19,owner,https://krisha.kz/a/show/1007044061,9333.3,1109
krisha,Алматы,699977097,2-комнатная квартира · 70 м² · 6/8 этаж,2.0,70.0,6.0,8.0,650000,Бостандыкский р-н,"Бостандыкский р-н, Розыбакиева",2026-03-19,owner,https://krisha.kz/a/show/699977097,9285.7,1110
krisha,Алматы,1010588740,2-комнатная квартира · 52 м² · 15 этаж,2.0,52.0,,,200000,Бостандыкский р-н,"Бостандыкский р-н, Абая 164 — Брусиловского",2026-03-19,owner,https://krisha.kz/a/show/1010588740,3846.2,1111
krisha,Алматы,1010588481,2-комнатная квартира · 57 м² · 11/13 этаж,2.0,57.0,11.0,13.0,350000,Алмалинский р-н,"Алмалинский р-н, Толеби 189",2026-03-19,owner,https://krisha.kz/a/show/1010588481,6140.4,1112
krisha,Алматы,1009045445,2-комнатная квартира · 51 м² · 3/5 этаж,2.0,51.0,3.0,5.0,250000,Медеуский р-н,"Медеуский р-н, Халиуллина — Magnum",2026-03-19,owner,https://krisha.kz/a/show/1009045445,4902.0,1113
krisha,Алматы,1009566233,5-комнатная квартира · 297 м² · 1/3 этаж,5.0,297.0,1.0,3.0,3000000,Бостандыкский р-н,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Роза Жаманова 209",2026-03-19,agency,https://krisha.kz/a/show/1009566233,10101.0,1114
krisha,Алматы,697787466,3-комнатная квартира · 79 м² · 7/14 этаж,3.0,79.0,7.0,14.0,700000,Бостандыкский р-н,"Бостандыкский р-н, Тажибаевой 157 к3 — ФК Кайрат",2026-03-19,owner,https://krisha.kz/a/show/697787466,8860.8,1115
krisha,Алматы,1010389560,2-комнатная квартира · 47 м² · 10/10 этаж,2.0,47.0,10.0,10.0,350000,Алмалинский р-н,"Алмалинский р-н, Райымбека 174/2",2026-03-19,owner,https://krisha.kz/a/show/1010389560,7446.8,1116
krisha,Алматы,1010030200,3-комнатная квартира · 100 м² · 1/6 этаж,3.0,100.0,1.0,6.0,850000,Медеуский р-н,"Медеуский р-н, Фурманова 301",2026-03-19,agency,https://krisha.kz/a/show/1010030200,8500.0,1117
krisha,Алматы,1009860932,2-комнатная квартира · 80 м² · 5/9 этаж,2.0,80.0,5.0,9.0,450000,Бостандыкский р-н,"Бостандыкский р-н, Арайлы 10",2026-03-19,owner,https://krisha.kz/a/show/1009860932,5625.0,1118
krisha,Алматы,1010101355,1-комнатная квартира · 32 м² · 3/4 этаж,1.0,32.0,3.0,4.0,180000,Ауэзовский р-н,"Ауэзовский р-н, мкр №6 6 — Абая-Саина",2026-03-19,owner,https://krisha.kz/a/show/1010101355,5625.0,1119
krisha,Алматы,1007591854,1-комнатная квартира · 30 м² · 8/10 этаж,1.0,30.0,8.0,10.0,200000,Турксибский р-н,"Турксибский р-н, Сейфуллина 51",2026-03-19,owner,https://krisha.kz/a/show/1007591854,6666.7,1120
krisha,Алматы,689475138,2-комнатная квартира · 49 м² · 8/17 этаж,2.0,49.0,8.0,17.0,300000,Ауэзовский р-н,"Ауэзовский р-н, Жандосова 150/3 — Жандосова Берегового",2026-03-19,owner,https://krisha.kz/a/show/689475138,6122.4,1121
krisha,Алматы,1007553381,1-комнатная квартира · 33 м² · 5/5 этаж,1.0,33.0,5.0,5.0,230000,Алмалинский р-н,"Алмалинский р-н, Кабанбай батыра — Жарокова",2026-03-19,owner,https://krisha.kz/a/show/1007553381,6969.7,1122
krisha,Алматы,1009129740,3-комнатная квартира · 85 м² · 16/21 этаж,3.0,85.0,16.0,21.0,1000000,Бостандыкский р-н,"Бостандыкский р-н, Аль-Фараби 27 — Просп. Сейфуллина",2026-03-19,agency,https://krisha.kz/a/show/1009129740,11764.7,1123
krisha,Алматы,699279322,2-комнатная квартира · 56 м² · 2/8 этаж,2.0,56.0,2.0,8.0,280000,Жетысуский р-н,"Жетысуский р-н, Северное кольцо 29",2026-03-19,owner,https://krisha.kz/a/show/699279322,5000.0,1124
krisha,Алматы,688747042,2-комнатная квартира · 72 м² · 9/20 этаж,2.0,72.0,9.0,20.0,300000,Алмалинский р-н,"Алмалинский р-н, мкр Тастак-2, Прокофьева 140",2026-03-19,owner,https://krisha.kz/a/show/688747042,4166.7,1125
krisha,Алматы,1010447924,1-комнатная квартира · 25 м² · 2/2 этаж,1.0,25.0,2.0,2.0,160000,Жетысуский р-н,"Жетысуский р-н, Бийская 33 — Сейфуллина жансугурова суюнбая",2026-03-19,owner,https://krisha.kz/a/show/1010447924,6400.0,1126
krisha,Алматы,1008189401,2-комнатная квартира · 55 м² · 8/9 этаж,2.0,55.0,8.0,9.0,255000,Наурызбайский р-н,"Наурызбайский р-н, мкр Шугыла, Райымбека590/15 29 — Жуалы",2026-03-19,owner,https://krisha.kz/a/show/1008189401,4636.4,1127
krisha,Алматы,1010585882,2-комнатная квартира · 68 м² · 14/16 этаж,2.0,68.0,14.0,16.0,550000,Бостандыкский р-н,"Бостандыкский р-н, Гагарина 233",2026-03-19,owner,https://krisha.kz/a/show/1010585882,8088.2,1128
krisha,Алматы,1009646890,2-комнатная квартира · 55 м² · 6/16 этаж,2.0,55.0,6.0,16.0,300000,Утеген батыра 11,Утеген батыра 11,2026-03-19,agency,https://krisha.kz/a/show/1009646890,5454.5,1129
krisha,Алматы,668402835,2-комнатная квартира · 47 м² · 2/4 этаж,2.0,47.0,2.0,4.0,200000,Ауэзовский р-н,"Ауэзовский р-н, мкр №9 6 — Юрий  Ким",2026-03-19,owner,https://krisha.kz/a/show/668402835,4255.3,1130
krisha,Алматы,760260569,5-комнатная квартира · 220 м²,5.0,220.0,,,1600000,Медеуский р-н,"Медеуский р-н, мкр Горный Гигант, Мкр Эдельвейс",2026-03-19,owner,https://krisha.kz/a/show/760260569,7272.7,1131
krisha,Алматы,1010588071,2-комнатная квартира · 52 м² · 7/9 этаж,2.0,52.0,7.0,9.0,300000,Ауэзовский р-н,"Ауэзовский р-н, Толе би 298/1",2026-03-19,owner,https://krisha.kz/a/show/1010588071,5769.2,1132
krisha,Алматы,1004155906,1-комнатная квартира · 33 м² · 3/12 этаж,1.0,33.0,3.0,12.0,160000,Алатауский р-н,"Алатауский р-н, мкр Алгабас, Омарова",2026-03-19,agency,https://krisha.kz/a/show/1004155906,4848.5,1133
krisha,Алматы,1010425527,2-комнатная квартира · 86 м² · 11/14 этаж,2.0,86.0,11.0,14.0,450000,Медеуский р-н,"Медеуский р-н, Зенкова 59",2026-03-19,owner,https://krisha.kz/a/show/1010425527,5232.6,1134
krisha,Алматы,1010494421,2-комнатная квартира · 45 м² · 14/17 этаж,2.0,45.0,14.0,17.0,420000,Бостандыкский р-н,"Бостандыкский р-н, Утепова 31",2026-03-19,owner,https://krisha.kz/a/show/1010494421,9333.3,1135
krisha,Алматы,1010556712,3-комнатная квартира · 70 м² · 3/9 этаж,3.0,70.0,3.0,9.0,250000,Ауэзовский р-н,"Ауэзовский р-н, мкр Аксай-4 27 — Жубанова - Момышулы",2026-03-19,owner,https://krisha.kz/a/show/1010556712,3571.4,1136
krisha,Алматы,1010277575,2-комнатная квартира · 76 м² · 4/11 этаж,2.0,76.0,4.0,11.0,400000,Бостандыкский р-н,"Бостандыкский р-н, Навои 208/6 — Торайгырова",2026-03-19,owner,https://krisha.kz/a/show/1010277575,5263.2,1137
krisha,Алматы,1010204243,2-комнатная квартира · 54 м² · 9/9 этаж,2.0,54.0,9.0,9.0,300000,Медеуский р-н,"Медеуский р-н, мкр Думан-2 288 — Рядом Магнум",2026-03-19,owner,https://krisha.kz/a/show/1010204243,5555.6,1138
